company,category,title,subtitle,link,year,month,day,excerpt,keywords_title,keywords_excerpt,myKeywords
lyft,product,"Meet Naomi, the PM of Lyft's Emergency Assistance Feature!",No subtitle,https://eng.lyft.com/meet-naomi-the-pm-of-lyfts-emergency-assistance-feature-13b6eb8c62ab?source=---------2---------------------,2018,12,11,No excerpt,"emergency assistance feature, meet naomi",excerpt,
lyft,product,"Meet Andrew, the PM behind Lyft's recent Transit launch!",No subtitle,https://eng.lyft.com/meet-andrew-the-pm-behind-lyfts-recent-transit-launch-ceeb93655f5f?source=---------3---------------------,2018,11,6,No excerpt,"recent transit launch, pm behind lyft",excerpt,
lyft,product,What To Expect When Interviewing As A PM At Lyft,"This post is direct and personal, so let me introduce.",https://eng.lyft.com/what-to-expect-when-interviewing-as-a-pm-at-lyft-fd13634ca381?source=---------4---------------------,2018,10,9,No excerpt,"pm, lyft",excerpt,
lyft,product,"Day in the Life of a Lyft PM: Meet Lily, PM of Airports & Venues!",No subtitle,https://eng.lyft.com/day-in-the-life-of-a-lyft-pm-meet-lily-pm-of-airports-venues-71ee44078004?source=---------5---------------------,2018,9,27,No excerpt,"meet lily, lyft pm",excerpt,
lyft,security,Application Security in a DevOps Environment,No subtitle,https://eng.lyft.com/application-security-in-a-devops-environment-53092f8a6048?source=---------1---------------------,2018,2,2,"It seems like every AppSec vendor pitch talks about how you can shift security ""to.","devops environment, application security","seems like every appsec vendor pitch talks, shift security",
lyft,security,Blessing your SSH at Lyft,"Implementing two-factor authentication for SSH at Lyft, and announcing our.",https://eng.lyft.com/blessing-your-ssh-at-lyft-a1b38f81629d?source=---------3---------------------,2017,4,12,No excerpt,"ssh, lyft",excerpt,
lyft,security,Announcing Ratelimit,Go/gRPC service designed to enable generic rate limiting,https://eng.lyft.com/announcing-ratelimit-c2e8f3182555?source=---------4---------------------,2017,2,9,"Today we are excited to open source Ratelimit, a Go/gRPC service designed to enable generic rate limit scenarios from different types of applications. For example, per IP.",announcing ratelimit,"enable generic rate limit scenarios, open source ratelimit",
lyft,security,Confidant version 1.1 released,No subtitle,https://eng.lyft.com/confidant-version-1-1-released-4ce8e7f39866?source=---------5---------------------,2016,8,31,"Nearly a year ago we announced the initial release of Confidant. Since then we've continued active development, and today are happy to announce the release of version 1.1, with some new major features and lots of bugfixes. Here's some of the major changes we've made:","confidant version 1, 1 released","continued active development, new major features",
lyft,security,Extending IAM Policy and AWS APIs Using KMS and Lambda,No subtitle,https://eng.lyft.com/extending-iam-policy-and-aws-apis-using-kms-and-lambda-13386dfb36af?source=---------6---------------------,2016,8,3,"I believe AWS Lambda is an exciting service, though maybe not for the reasons you'd expect. Rather than breathlessly talking about ""serverless"" services, I think Lambda has potential as a means of providing simple functions that can.","aws apis using kms, extending iam policy","providing simple functions, believe aws lambda",
lyft,security,Scoping AWS IAM roles to Docker containers,No subtitle,https://eng.lyft.com/scoping-aws-iam-roles-to-docker-containers-c9c5f8f2f75?source=---------7---------------------,2016,3,10,"Amazon Web Services (AWS) has a really great security feature, called IAM roles, that can be used with EC2 as instance profiles. When you launch an EC2 instance with an instance profile, the IAM role credentials are available to the instance through the.","scoping aws iam roles, docker containers","really great security feature, iam role credentials",
lyft,security,Finding a needle in a haystack,No subtitle,https://eng.lyft.com/finding-a-needle-in-a-haystack-b7e0627b01f6?source=---------8---------------------,2016,2,10,Secrets don't belong in source code. At Lyft we use a secret management system (Confidant) to ensure our.,"needle, haystack","secret management system, source code",
lyft,security,Announcing Confidant: an open source secret management service from Lyft,No subtitle,https://eng.lyft.com/announcing-confidant-an-open-source-secret-management-service-from-lyft-1e256fe628a3?source=---------9---------------------,2015,11,5,No excerpt,"open source secret management service, announcing confidant",excerpt,
